date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:00:30	5419/5419	---M--	200	added ('OK')	application/javascript	etag:%225a80f66-152b-57d5cb17c5d0b%22	https://hoatuoiciti.com/js/ImageTooltip.js	C:/My%20Web%20Sites/hoa/hoatuoiciti.com/js/ImageTooltip.js	(from https://hoatuoiciti.com/)
19:00:31	4756/4756	---M--	200	added ('OK')	text/css	etag:%225a81065-1294-57d5cb1c6eee3%22	http://hoatuoiciti.com/css/simplyscroll/jquery.simplyscroll.css	C:/My%20Web%20Sites/hoa/hoatuoiciti.com/css/simplyscroll/jquery.simplyscroll.css	(from https://hoatuoiciti.com/)
19:00:33	23890/23890	---M--	200	added ('OK')	application/javascript	etag:%225a8107a-5d52-57d5cb1cd6ef3%22	http://hoatuoiciti.com/js/owl/owl.carousel.min.js	C:/My%20Web%20Sites/hoa/hoatuoiciti.com/js/owl/owl.carousel.min.js	(from https://hoatuoiciti.com/)
19:00:33	0/0	---M--	200	added ('OK')	text/css	etag:%225a80f2d-0-57d5cb16d7c73%22	http://hoatuoiciti.com/css/fonts.css	C:/My%20Web%20Sites/hoa/hoatuoiciti.com/css/fonts.d.delayed	(from https://hoatuoiciti.com/)
19:00:33	12070/12070	---M--	200	added ('OK')	application/javascript	etag:%225a8107b-2f26-57d5cb1cd76c3%22	http://hoatuoiciti.com/js/simplyscroll/jquery.simplyscroll.js	C:/My%20Web%20Sites/hoa/hoatuoiciti.com/js/simplyscroll/jquery.simplyscroll.js	(from https://hoatuoiciti.com/)
19:00:33	36020/36020	---M--	200	added ('OK')	text/css	etag:%225a80f36-8cb4-5d5584bb6930e%22	http://hoatuoiciti.com/css/style.css	C:/My%20Web%20Sites/hoa/hoatuoiciti.com/css/style.css	(from https://hoatuoiciti.com/)
19:00:35	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Wed,%2013%20Jul%202022%2012:00:35%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/My%20Web%20Sites/hoa/www.googletagmanager.com/gtm.105445.delayed	(from https://hoatuoiciti.com/)
19:00:35	9138/9138	---MCZ	200	added ('OK')	application/javascript	etag:W/%22a393ad4e03deeab316f7121a80708ce6%22	https://cdn.onesignal.com/sdks/OneSignalSDK.js	C:/My%20Web%20Sites/hoa/cdn.onesignal.com/sdks/OneSignalSDK.js	(from https://hoatuoiciti.com/)
19:00:35	202/202	---M--	200	added ('OK')	application/javascript	etag:%225a80f76-ca-57d5cb186675b%22	http://hoatuoiciti.com/js/script_menu_top.js	C:/My%20Web%20Sites/hoa/hoatuoiciti.com/js/script_menu_top.js	(from https://hoatuoiciti.com/)
19:00:36	1042/1042	---M--	200	added ('OK')	application/javascript	etag:%225a80f74-412-57d5cb185f613%22	http://hoatuoiciti.com/js/script_menu_bootstrap.js	C:/My%20Web%20Sites/hoa/hoatuoiciti.com/js/script_menu_bootstrap.js	(from https://hoatuoiciti.com/)
19:00:36	81189/81189	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Wed,%2013%20Jul%202022%2011:29:18%20GMT	http://hoatuoiciti.com/lien-he.html	C:/My%20Web%20Sites/hoa/hoatuoiciti.com/lien-he.14.delayed	(from https://hoatuoiciti.com/)
19:00:37	75104/75104	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Wed,%2013%20Jul%202022%2011:29:19%20GMT	http://hoatuoiciti.com/gioi-thieu/	C:/My%20Web%20Sites/hoa/hoatuoiciti.com/gioi-thieu/index.html	(from https://hoatuoiciti.com/)
19:00:37	50575/50575	---M--	200	added ('OK')	application/javascript	etag:%225a80f6b-c58f-57d5cb1837d43%22	http://hoatuoiciti.com/js/jquery.bxslider.js	C:/My%20Web%20Sites/hoa/hoatuoiciti.com/js/jquery.bxslider.js	(from https://hoatuoiciti.com/)
19:00:38	81269/81269	---M-Z	200	added ('OK')	text/html	date:Wed,%2013%20Jul%202022%2011:29:19%20GMT	https://hoatuoiciti.com/lien-he.html	C:/My%20Web%20Sites/hoa/hoatuoiciti.com/lien-he.html	(from https://hoatuoiciti.com/)
19:00:39	331156/331156	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Wed,%2013%20Jul%202022%2011:29:21%20GMT	http://hoatuoiciti.com/san-pham/hoa-chuc-mung-ngay-phu-nu-83-30/	C:/My%20Web%20Sites/hoa/hoatuoiciti.com/san-pham/hoa-chuc-mung-ngay-phu-nu-83-30/index.html	(from https://hoatuoiciti.com/)
19:00:40	21036/21036	---M--	200	added ('OK')	image/png	etag:%225a80b31-522c-5cc80d9bf5048%22	http://hoatuoiciti.com/upload/hinhanh/1182087050logo_vi.png	C:/My%20Web%20Sites/hoa/hoatuoiciti.com/upload/hinhanh/1182087050logo_vi.png	(from https://hoatuoiciti.com/)
19:00:40	92629/92629	---M--	200	added ('OK')	application/javascript	etag:%225a80f69-169d5-57d5cb180f0eb%22	http://hoatuoiciti.com/js/jquery-1.9.1.min.js	C:/My%20Web%20Sites/hoa/hoatuoiciti.com/js/jquery-1.9.1.min.js	(from https://hoatuoiciti.com/)
19:00:41	81464/81464	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Wed,%2013%20Jul%202022%2011:29:22%20GMT	http://hoatuoiciti.com/orders.html	C:/My%20Web%20Sites/hoa/hoatuoiciti.com/orders.html	(from https://hoatuoiciti.com/)
19:00:41	376644/376644	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Wed,%2013%20Jul%202022%2011:29:23%20GMT	http://hoatuoiciti.com/san-pham/hoa-khai-truong-19/	C:/My%20Web%20Sites/hoa/hoatuoiciti.com/san-pham/hoa-khai-truong-19/index.html	(from https://hoatuoiciti.com/)
19:00:42	285989/285989	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Wed,%2013%20Jul%202022%2011:29:23%20GMT	http://hoatuoiciti.com/san-pham/hoa-chuc-mung-17/	C:/My%20Web%20Sites/hoa/hoatuoiciti.com/san-pham/hoa-chuc-mung-17/index.html	(from https://hoatuoiciti.com/)
19:00:43	451851/451851	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Wed,%2013%20Jul%202022%2011:29:24%20GMT	http://hoatuoiciti.com/san-pham/hoa-sinh-nhat-16/	C:/My%20Web%20Sites/hoa/hoatuoiciti.com/san-pham/hoa-sinh-nhat-16/index.html	(from https://hoatuoiciti.com/)
19:00:43	246012/246012	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Wed,%2013%20Jul%202022%2011:29:24%20GMT	http://hoatuoiciti.com/san-pham/hoa-tinh-yeu-20/	C:/My%20Web%20Sites/hoa/hoatuoiciti.com/san-pham/hoa-tinh-yeu-20/index.html	(from https://hoatuoiciti.com/)
19:00:44	295144/295144	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Wed,%2013%20Jul%202022%2011:29:26%20GMT	http://hoatuoiciti.com/san-pham/hoa-bo-21/	C:/My%20Web%20Sites/hoa/hoatuoiciti.com/san-pham/hoa-bo-21/index.html	(from https://hoatuoiciti.com/)
19:00:44	390310/390310	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Wed,%2013%20Jul%202022%2011:29:26%20GMT	http://hoatuoiciti.com/san-pham/gio-hoa-chuc-mung-khai-truong-22/	C:/My%20Web%20Sites/hoa/hoatuoiciti.com/san-pham/gio-hoa-chuc-mung-khai-truong-22/index.html	(from https://hoatuoiciti.com/)
19:00:45	81544/81544	---M-Z	200	added ('OK')	text/html	date:Wed,%2013%20Jul%202022%2011:29:23%20GMT	https://hoatuoiciti.com/orders.html	C:/My%20Web%20Sites/hoa/hoatuoiciti.com/orders.html	(from https://hoatuoiciti.com/)
19:00:47	1917/1917	---M--	200	added ('OK')	text/css	etag:%225a81cbc-77d-57d5cb6a1d67b%22	http://hoatuoiciti.com/css/nivo/themes/default/default.css	C:/My%20Web%20Sites/hoa/hoatuoiciti.com/css/nivo/themes/default/default.css	(from https://hoatuoiciti.com/)
19:00:47	419180/419180	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Wed,%2013%20Jul%202022%2011:29:27%20GMT	http://hoatuoiciti.com/san-pham/hoa-chia-buon-23/	C:/My%20Web%20Sites/hoa/hoatuoiciti.com/san-pham/hoa-chia-buon-23/index.html	(from https://hoatuoiciti.com/)
19:00:47	127701/127701	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Wed,%2013%20Jul%202022%2011:29:27%20GMT	http://hoatuoiciti.com/san-pham/hoa-tang-nap-quan-tai-29/	C:/My%20Web%20Sites/hoa/hoatuoiciti.com/san-pham/hoa-tang-nap-quan-tai-29/index.html	(from https://hoatuoiciti.com/)
19:00:48	1633364/1633364	---MCZ	301	error ('Moved%20Permanently')	text/html	date:Wed,%2013%20Jul%202022%2011:29:20%20GMT	http://hoatuoiciti.com/san-pham/	C:/My%20Web%20Sites/hoa/hoatuoiciti.com/san-pham/index.html	(from https://hoatuoiciti.com/)
19:00:48	140408/140408	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Wed,%2013%20Jul%202022%2011:29:30%20GMT	http://hoatuoiciti.com/san-pham/bo-hoa-tien-hoa-sap-cao-cap-33/	C:/My%20Web%20Sites/hoa/hoatuoiciti.com/san-pham/bo-hoa-tien-hoa-sap-cao-cap-33/index.html	(from https://hoatuoiciti.com/)
19:00:48	161699/161699	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Wed,%2013%20Jul%202022%2011:29:30%20GMT	http://hoatuoiciti.com/san-pham/chau-lan-ho-diep-28/	C:/My%20Web%20Sites/hoa/hoatuoiciti.com/san-pham/chau-lan-ho-diep-28/index.html	(from https://hoatuoiciti.com/)
19:00:48	93167/93167	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Wed,%2013%20Jul%202022%2011:29:30%20GMT	http://hoatuoiciti.com/tin-tuc/	C:/My%20Web%20Sites/hoa/hoatuoiciti.com/tin-tuc/index.html	(from https://hoatuoiciti.com/)
19:00:50	76892/76892	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Wed,%2013%20Jul%202022%2011:29:31%20GMT	http://hoatuoiciti.com/video/	C:/My%20Web%20Sites/hoa/hoatuoiciti.com/video/index.html	(from https://hoatuoiciti.com/)
19:00:50	81189/81189	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Wed,%2013%20Jul%202022%2011:29:31%20GMT	http://hoatuoiciti.com/lien-he/	C:/My%20Web%20Sites/hoa/hoatuoiciti.com/lien-he/index.html	(from https://hoatuoiciti.com/)
19:00:50	1983/1983	---M--	200	added ('OK')	text/css	etag:%225a81cc1-7bf-57d5cb6a33223%22	http://hoatuoiciti.com/css/nivo/themes/light/light.css	C:/My%20Web%20Sites/hoa/hoatuoiciti.com/css/nivo/themes/light/light.css	(from https://hoatuoiciti.com/)
19:00:50	1971/1971	---M--	200	added ('OK')	text/css	etag:%225a81cb5-7b3-57d5cb6a09dfb%22	http://hoatuoiciti.com/css/nivo/themes/dark/dark.css	C:/My%20Web%20Sites/hoa/hoatuoiciti.com/css/nivo/themes/dark/dark.css	(from https://hoatuoiciti.com/)
19:00:51	3460/3460	---M--	200	added ('OK')	text/css	etag:%225a81cae-d84-57d5cb69f751b%22	http://hoatuoiciti.com/css/nivo/themes/bar/bar.css	C:/My%20Web%20Sites/hoa/hoatuoiciti.com/css/nivo/themes/bar/bar.css	(from https://hoatuoiciti.com/)
19:00:51	1986/1986	---M--	200	added ('OK')	text/css	etag:%225a8105f-7c2-57d5cb1c58f53%22	http://hoatuoiciti.com/css/nivo/nivo-slider.css	C:/My%20Web%20Sites/hoa/hoatuoiciti.com/css/nivo/nivo-slider.css	(from https://hoatuoiciti.com/)
19:00:54	29115/29115	---M--	200	added ('OK')	application/javascript	etag:%225a81077-71bb-57d5cb1cc55b3%22	http://hoatuoiciti.com/js/nivo/jquery.nivo.slider.js	C:/My%20Web%20Sites/hoa/hoatuoiciti.com/js/nivo/jquery.nivo.slider.js	(from https://hoatuoiciti.com/)
19:01:08	96011/96011	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Jul%202022%2011:29:35%20GMT	http://hoatuoiciti.com/timthumb.php?src=upload/hinhanh/301419973494892_vi_1349x653.jpg&w=810&h=435&zc=1&q=80	C:/My%20Web%20Sites/hoa/hoatuoiciti.com/timthumbd37c.jpg	(from https://hoatuoiciti.com/)
19:01:09	117279/117279	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Jul%202022%2011:29:34%20GMT	http://hoatuoiciti.com/timthumb.php?src=upload/hinhanh/4854641548771380_vi_1349x653.jpg&w=810&h=435&zc=1&q=80	C:/My%20Web%20Sites/hoa/hoatuoiciti.com/timthumb96fa.jpg	(from https://hoatuoiciti.com/)
19:01:12	107831/107831	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Jul%202022%2011:29:37%20GMT	http://hoatuoiciti.com/timthumb.php?src=upload/hinhanh/413102871037338_vi_1349x653.jpg&w=810&h=435&zc=1&q=80	C:/My%20Web%20Sites/hoa/hoatuoiciti.com/timthumb3910.jpg	(from https://hoatuoiciti.com/)
19:01:16	40837/40837	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Jul%202022%2011:29:52%20GMT	http://hoatuoiciti.com/timthumb.php?src=upload/hinhanh/4038148370539380_vi_1349x653.jpg&w=810&h=435&zc=1&q=80	C:/My%20Web%20Sites/hoa/hoatuoiciti.com/timthumbfccf.jpg	(from https://hoatuoiciti.com/)
19:01:17	1818/1818	---M--	200	added ('OK')	image/png	etag:%225a80f59-71a-57d5cb179e053%22	http://hoatuoiciti.com/images/next.png	C:/My%20Web%20Sites/hoa/hoatuoiciti.com/images/next.png	(from https://hoatuoiciti.com/)
19:01:17	1777/1777	---M--	200	added ('OK')	image/png	etag:%225a80f5b-6f1-57d5cb17a78ab%22	http://hoatuoiciti.com/images/pre.png	C:/My%20Web%20Sites/hoa/hoatuoiciti.com/images/pre.png	(from https://hoatuoiciti.com/)
19:01:19	8128/8128	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Jul%202022%2011:30:00%20GMT	http://hoatuoiciti.com/timthumb.php?src=upload/sanpham/70-1538649573.jpg&w=170&h=170&zc=1&q=80	C:/My%20Web%20Sites/hoa/hoatuoiciti.com/timthumb400f.jpg	(from https://hoatuoiciti.com/)
19:01:20	9979/9979	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Jul%202022%2011:30:01%20GMT	http://hoatuoiciti.com/timthumb.php?src=upload/sanpham/b1e5f6fa8f2e4af5b53c44e340a37c15-1632358296.jpeg&w=170&h=170&zc=1&q=80	C:/My%20Web%20Sites/hoa/hoatuoiciti.com/timthumb2d6b.jpg	(from https://hoatuoiciti.com/)
19:01:22	9837/9837	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Jul%202022%2011:30:03%20GMT	http://hoatuoiciti.com/timthumb.php?src=upload/sanpham/1fa17d4f59d44d7dbc98f9f94b17b305-1632358334.jpeg&w=170&h=170&zc=1&q=80	C:/My%20Web%20Sites/hoa/hoatuoiciti.com/timthumbc8a3.jpg	(from https://hoatuoiciti.com/)
19:01:24	10101/10101	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Jul%202022%2011:30:05%20GMT	http://hoatuoiciti.com/timthumb.php?src=upload/sanpham/19aedf3eda1b3f45660a-1587198915.jpg&w=170&h=170&zc=1&q=80	C:/My%20Web%20Sites/hoa/hoatuoiciti.com/timthumb3da5.jpg	(from https://hoatuoiciti.com/)
19:01:26	9142/9142	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Jul%202022%2011:30:07%20GMT	http://hoatuoiciti.com/timthumb.php?src=upload/sanpham/67b63d56151aef44b60b-1587198853.jpg&w=170&h=170&zc=1&q=80	C:/My%20Web%20Sites/hoa/hoatuoiciti.com/timthumb38dd.jpg	(from https://hoatuoiciti.com/)
19:01:27	6863/6863	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Jul%202022%2011:30:09%20GMT	http://hoatuoiciti.com/timthumb.php?src=upload/sanpham/image-1509940576.jpg&w=170&h=170&zc=1&q=80	C:/My%20Web%20Sites/hoa/hoatuoiciti.com/timthumb851a.jpg	(from https://hoatuoiciti.com/)
19:01:29	10630/10630	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Jul%202022%2011:30:10%20GMT	http://hoatuoiciti.com/timthumb.php?src=upload/sanpham/e34b8c068ebd4e81af8549075e39ddc4-1632358424.jpeg&w=170&h=170&zc=1&q=80	C:/My%20Web%20Sites/hoa/hoatuoiciti.com/timthumb252c.jpg	(from https://hoatuoiciti.com/)
19:01:31	10938/10938	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Jul%202022%2011:30:12%20GMT	http://hoatuoiciti.com/timthumb.php?src=upload/sanpham/9c9ec134e16f06315f7e-1587199026.jpg&w=170&h=170&zc=1&q=80	C:/My%20Web%20Sites/hoa/hoatuoiciti.com/timthumb1fbb.jpg	(from https://hoatuoiciti.com/)
19:01:33	7771/7771	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Jul%202022%2011:30:14%20GMT	http://hoatuoiciti.com/timthumb.php?src=upload/sanpham/88766-1523162448.jpg&w=170&h=170&zc=1&q=80	C:/My%20Web%20Sites/hoa/hoatuoiciti.com/timthumb5e6f.jpg	(from https://hoatuoiciti.com/)
19:01:35	9294/9294	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Jul%202022%2011:30:16%20GMT	http://hoatuoiciti.com/timthumb.php?src=upload/sanpham/z3236917529661adf2edeb62ef997b853ba7ca294c71db-1646578846.jpg&w=170&h=170&zc=1&q=80	C:/My%20Web%20Sites/hoa/hoatuoiciti.com/timthumb01c2.jpg	(from https://hoatuoiciti.com/)
19:01:47	73406/73406	---M--	200	added ('OK')	image/png	date:Wed,%2013%20Jul%202022%2011:30:17%20GMT	http://hoatuoiciti.com/timthumb.php?src=upload/sanpham/3result-1512364842.png&w=170&h=170&zc=1&q=80	C:/My%20Web%20Sites/hoa/hoatuoiciti.com/timthumbc2bc.png	(from https://hoatuoiciti.com/)
19:01:47	389322/389322	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Wed,%2013%20Jul%202022%2011:30:30%20GMT	http://hoatuoiciti.com/san-pham/bo-hoa-tien-1480.html	C:/My%20Web%20Sites/hoa/hoatuoiciti.com/san-pham/bo-hoa-tien-1480.32.delayed	(from https://hoatuoiciti.com/)
19:01:50	389402/389402	---M-Z	200	added ('OK')	text/html	date:Wed,%2013%20Jul%202022%2011:30:30%20GMT	https://hoatuoiciti.com/san-pham/bo-hoa-tien-1480.html	C:/My%20Web%20Sites/hoa/hoatuoiciti.com/san-pham/bo-hoa-tien-1480.html	(from https://hoatuoiciti.com/)
19:01:54	19968/19968	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Jul%202022%2011:30:33%20GMT	http://hoatuoiciti.com/timthumb.php?src=upload/sanpham/c0ffa049862d4a2a8440c52aa0920434-1646574667.jpeg&w=273&h=280&zc=1&q=80	C:/My%20Web%20Sites/hoa/hoatuoiciti.com/timthumb2250.jpg	(from https://hoatuoiciti.com/)
19:01:55	524410/524410	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Wed,%2013%20Jul%202022%2011:30:37%20GMT	http://hoatuoiciti.com/san-pham/hoa-chuc-mung-de-ban-1472.html	C:/My%20Web%20Sites/hoa/hoatuoiciti.com/san-pham/hoa-chuc-mung-de-ban-1472.35.delayed	(from https://hoatuoiciti.com/)
19:01:59	524490/524490	---M-Z	200	added ('OK')	text/html	date:Wed,%2013%20Jul%202022%2011:30:37%20GMT	https://hoatuoiciti.com/san-pham/hoa-chuc-mung-de-ban-1472.html	C:/My%20Web%20Sites/hoa/hoatuoiciti.com/san-pham/hoa-chuc-mung-de-ban-1472.html	(from https://hoatuoiciti.com/)
19:02:03	25526/25526	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Jul%202022%2011:30:42%20GMT	http://hoatuoiciti.com/timthumb.php?src=upload/sanpham/df388eab8b764d1eb048a87594e35b79-1646052584.jpeg&w=273&h=280&zc=1&q=80	C:/My%20Web%20Sites/hoa/hoatuoiciti.com/timthumbec0d.jpg	(from https://hoatuoiciti.com/)
19:02:04	526388/526388	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Wed,%2013%20Jul%202022%2011:30:46%20GMT	http://hoatuoiciti.com/san-pham/hoa-chuc-mung-de-ban-1471.html	C:/My%20Web%20Sites/hoa/hoatuoiciti.com/san-pham/hoa-chuc-mung-de-ban-1471.38.delayed	(from https://hoatuoiciti.com/)
19:02:08	526468/526468	---M-Z	200	added ('OK')	text/html	date:Wed,%2013%20Jul%202022%2011:30:47%20GMT	https://hoatuoiciti.com/san-pham/hoa-chuc-mung-de-ban-1471.html	C:/My%20Web%20Sites/hoa/hoatuoiciti.com/san-pham/hoa-chuc-mung-de-ban-1471.html	(from https://hoatuoiciti.com/)
19:02:12	22610/22610	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Jul%202022%2011:30:50%20GMT	http://hoatuoiciti.com/timthumb.php?src=upload/sanpham/17759c41c03447819bb1313774557619-1646052502.jpeg&w=273&h=280&zc=1&q=80	C:/My%20Web%20Sites/hoa/hoatuoiciti.com/timthumb7d79.jpg	(from https://hoatuoiciti.com/)
19:02:12	361468/361468	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Wed,%2013%20Jul%202022%2011:30:54%20GMT	http://hoatuoiciti.com/san-pham/hoa-chuc-mung-1470.html	C:/My%20Web%20Sites/hoa/hoatuoiciti.com/san-pham/hoa-chuc-mung-1470.3b.delayed	(from https://hoatuoiciti.com/)
19:02:15	361548/361548	---M-Z	200	added ('OK')	text/html	date:Wed,%2013%20Jul%202022%2011:30:55%20GMT	https://hoatuoiciti.com/san-pham/hoa-chuc-mung-1470.html	C:/My%20Web%20Sites/hoa/hoatuoiciti.com/san-pham/hoa-chuc-mung-1470.html	(from https://hoatuoiciti.com/)
19:02:19	21717/21717	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Jul%202022%2011:30:58%20GMT	http://hoatuoiciti.com/timthumb.php?src=upload/sanpham/8168c430a8b84efda18b8658b8a18c4d-1646052404.jpeg&w=273&h=280&zc=1&q=80	C:/My%20Web%20Sites/hoa/hoatuoiciti.com/timthumb8930.jpg	(from https://hoatuoiciti.com/)
19:02:20	526388/526388	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Wed,%2013%20Jul%202022%2011:31:02%20GMT	http://hoatuoiciti.com/san-pham/hoa-chuc-mung-de-ban-1469.html	C:/My%20Web%20Sites/hoa/hoatuoiciti.com/san-pham/hoa-chuc-mung-de-ban-1469.3e.delayed	(from https://hoatuoiciti.com/)
19:02:23	526468/526468	---M-Z	200	added ('OK')	text/html	date:Wed,%2013%20Jul%202022%2011:31:02%20GMT	https://hoatuoiciti.com/san-pham/hoa-chuc-mung-de-ban-1469.html	C:/My%20Web%20Sites/hoa/hoatuoiciti.com/san-pham/hoa-chuc-mung-de-ban-1469.html	(from https://hoatuoiciti.com/)
19:02:25	534013/534013	---M--	200	added ('OK')	image/png	date:Wed,%2013%20Jul%202022%2011:29:35%20GMT	http://hoatuoiciti.com/timthumb.php?src=upload/hinhanh/300095279957857_vi_1349x653.png&w=810&h=435&zc=1&q=80	C:/My%20Web%20Sites/hoa/hoatuoiciti.com/timthumb7932.png	(from https://hoatuoiciti.com/)
19:02:25	340729/340729	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Wed,%2013%20Jul%202022%2011:31:08%20GMT	http://hoatuoiciti.com/san-pham/hoa-tang-phu-nu-1468.html	C:/My%20Web%20Sites/hoa/hoatuoiciti.com/san-pham/hoa-tang-phu-nu-1468.41.delayed	(from https://hoatuoiciti.com/)
19:02:28	340809/340809	---M-Z	200	added ('OK')	text/html	date:Wed,%2013%20Jul%202022%2011:31:08%20GMT	https://hoatuoiciti.com/san-pham/hoa-tang-phu-nu-1468.html	C:/My%20Web%20Sites/hoa/hoatuoiciti.com/san-pham/hoa-tang-phu-nu-1468.html	(from https://hoatuoiciti.com/)
19:02:28	24263/24263	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Jul%202022%2011:31:05%20GMT	http://hoatuoiciti.com/timthumb.php?src=upload/sanpham/888e6cc976a9464cb5ca3616636d120f-1646052224.jpeg&w=273&h=280&zc=1&q=80	C:/My%20Web%20Sites/hoa/hoatuoiciti.com/timthumbc2aa.jpg	(from https://hoatuoiciti.com/)
19:02:29	479537/479537	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Wed,%2013%20Jul%202022%2011:31:11%20GMT	http://hoatuoiciti.com/san-pham/gio-hoa-hong-tong-mau-pastel-1413.html	C:/My%20Web%20Sites/hoa/hoatuoiciti.com/san-pham/gio-hoa-hong-tong-mau-pastel-1413.44.delayed	(from https://hoatuoiciti.com/)
